# =============================================================================
# DEFCON LANGUAGE FILE
#
# Format:
# stringId                  translation
#
#
# A hash at the start of a line indicates a comment
# StringIDs MUST be left untouched during translation
#
# =============================================================================


# =============================================================================
# Name of the language in the language
# =============================================================================

lang			Italiano
tutorial_mission2failed			Una testata nucleare a colpito una delle vostre città!\n\nProvate a piazzare I vostri silos vicino alle città la prossima volta, in modo che abbiano più tempo per abbattere i missili in arrivo.\n\nCliccate Ricomincia per provare ancora.

tutorial_unitpanel_popup			Cliccate su questo pulsante per aprire il Pannello unità.
tutorial_silo_popup			Cliccate su questa unità per cominciare a piazzare i silos.
tutorial_silo_place			Fate clic sinistro in quest'area per piazzare i vostri silos vicino alle vostre città principali.

# ==== MISSION 3 =====

tutorial_mission3start			Ogni unità in Defcon ha un raggio d'azione radar, e potete vedere un'unità nemica solo se si trova entro la vostra copertura radar.\n\nCi sono diverse unità nemiche in Russia da scoprire.\n\nPiazzate le vostre stazioni radar per scoprirle.
tutorial_m3radarplacement			Piazzate le stazioni radar il più vicino possibile alla Russia.\n\nQuando piazzerete ogni stazione radar noterete un incremento della vostra visibilità nell'area: le unità nemiche verranno rivelate. 
tutorial_m3siloplacement			Ora potete vedere le unità nemiche.\n\nPiazzate alcuni silos nel vostro territorio per distruggerle.
tutorial_m3gamespeed			Per distruggere le installazioni nemiche servono le armi nucleari, ma non potrete usarle prima di Decon 1.\n\nPer arrivare a Defcon 1 dobbiamo accelerare il tempo. Cliccate sui pulsanti di controllo velocità per accelerare il tempo fino all'annuncio di Decon 1.
tutorial_m3defcon1			Molte unità non possono partecipare al combattimento prima del raggiungimento di un certo livello Defcon.\n\nIl combattimento aereo e navale non può avvenire prima di Defcon 3.\n\nLE ARMI ATOMICHE POSSONO ESSERE USATE SOLO DOPO L'ANNUNCIO DI DEFCON 1.\n\nAccelerate il tempo fino a Defcon 1.
tutorial_m3destroyenemy			Ora potete usare i vostri silos per nuclearizzare le installazioni nemiche.\n\nIl nemico ha uno dei suoi silos in modalità difesa aerea, che abbatterà molti dei vostri missili. In più il silos nemico è rinforzato contro gli attacchi nucleari e può subire 3 colpi diretti.\n\nDovete lanciare contro il silos nemico in contemporanea con tutti i vostri silos per assicurarvi del successo.
tutorial_m3silostaketime			I silos impiegano molto tempo per passare dalla modalità difesa aerea alla modalità ICBM. Muovete il mouse su un silo per vedere quanto dovrete aspettare.\n\nAccelerate pure il tempo se preferite.\n\nContinuate a lanciare tutte le vostre testate nucleari contro le installazioni nemiche finché non saranno distrutte.

tutorial_m3end			Missione 3 completata.\n\nCliccate Avanti per passare alla missione 4.
tutorial_mission3failed1			Avete piazzato tutte le vostre stazioni radar ma non avete scoperto tutte le unità nemiche.\n\nAvete fallito la missione.\n\nCliccate Ricomincia per riprovare.
tutorial_mission3failed2			Avete finito i missili atomici senza distruggere tutte le installazioni nemiche.\n\nCliccate Ricomincia per riprovare.

tutorial_radar_popup			Cliccate su questa icona unità per cominciare a piazzare le stazioni radar.
tutorial_radar_place			Fate clic sinistro in quest'area per piazzare le vostre stazioni radar vicino al territorio nemico.
tutorial_acceltime_popup			Cliccate i pulsanti velocità per accelerare il tempo fino a Defcon 1.
tutorial_silosnuke_popup			Fate clic destro su questo silos e mettetelo in modalità lancio ICBM.
macosx_tutorial_silosnuke_popup			Fate clic destro su questo silos e mettetelo in modalità lancio ICBM.\n(Ctrl-click se avete un mouse a un tasto)
tutorial_nukenemeysilo_popup			Fate clic sinistro ripetutamente su questo silos per dirigerci contro molti attacchi atomici. Il silos abbatterà molti dei vostri missili e potrà subire 3 colpi diretti.
tutorial_nukeenemyairbase_popup			Lanciate alcuni missili contro questa base aerea nemica.
tutorial_nukenemeycities_popup			Usate pure i missili che vi rimangono contro la popolazione civile nemica.

# ==== MISSION 4 =====

tutorial_mission4start			In molti casi le unità nemiche saranno al di fuori del vostra copertura radar. Per scoprire queste unità dovrete inviare aerei in ricognizione sul territorio nemico.\n\nPiazzate qualche base aerea nel vostro territorio.
tutorial_m4launchfighters			Potete usare le basi aeree per lanciare due tipi di aerei:\n- Caccia: aerei da ricognizione e combattimento a corto raggio\n- Bombardieri: aerei a lungo raggio armati di una singola bomba atomica\n\nI caccia sono veloci aerei da combattimento a corto raggio, adatti agli scontri con altri velivoli e all'esplorazione.\n\nLanciate i vostri caccia sul territorio nemico per individuare bersagli.
tutorial_m4radar			Ogni caccia ha un radar a corto raggio che scoprirà le installazioni nemiche volando nelle vicinanze.\n\nAttivate la visuale radar per vedere la vostra copertura radar.
tutorial_m4launchbombers			I vostri caccia hanno scoperto tutte le installazioni nemiche.\n\nPotete notare come le installazioni diventino grigie una volta che non si trovano più entro la vostra copertura radar: si tratta di segnali fantasma.\n\nOra userete I bombardieri per lanciare missili atomici sui bersagli nemici.\n\nUsate le vostre basi aeree per lanciare bombardieri sulle installazioni nemiche.
tutorial_m4bomberinfo			I bombardieri possono coprire distanze molto lunghe, ma devono arrivare vicini ai loro bersagli, poiché trasportano un'unica bomba atomica a corto raggio.\n\nI bombardieri lanceranno automaticamente la loro bomba atomica quando saranno a tiro del bersaglio.
tutorial_m4nukeslaunched			Una volta lanciata la sua testata atomica un bombardiere farà automaticamente ritorno alla base aerea amica più vicina per atterrare.\n\nDopo l'atterraggio sul bombardiere verrà caricata una nuova bomba fino al limite di testate atomiche disponibili alla base.\n\nSe evidenziate una base aera muovendoci sopra il mouse, noterete di quanti aerei e testate atomiche dispone. 

tutorial_m4end			Missione 4 completata.\n\nCliccate Avanti per passare alla Missione 5.
tutorial_mission4failed			Avete esaurito i missili nucleari prima di distruggere il nemico e fallito la missione.\n\nCliccate Ricomincia per provare ancora.

tutorial_selectairbase_popup			Cliccate su questa unità per cominciare a piazzare le basi aeree.
tutorial_placeairbase_popup			Fate clic sinistra su quest'area per piazzare le vostre basi aeree.
tutorial_clickairbase_popup			Fate clic sinistra su questa base aerea per cominciare a lanciare caccia.
tutorial_scouthere_popup			Fate clic sinistro ripetutamente su quest'area per lanciarci molti caccia.
tutorial_radartoolbar_popup			Evidenziate questo bottone sulla barra strumenti per visualizzare la vostra copertura radar.
tutorial_switchtobombers_popup			Fate clic destro su questa base aerea e passate in modalità bombardieri.
macosx_tutorial_switchtobombers_popup       			Fate clic destro su questa base aerea e passate in modalità bombardieri.\n(Ctrl-click se avete un mouse a un tasto)
tutorial_clickairbasebomber_popup			Fate clic sinistro su questa base aerea per cominciare a lanciare bombardieri.
tutorial_nukebuilding_popup			Lanciate un paio di bombardieri a questa installazione nemica.

# ==== MISSION 5 =====

tutorial_mission5start			Molte delle vostre forze mobili consistono in navi, che sono raggruppate in flotte.\n\nUna flotta consiste in fino a sei navi, e si muove e combatte come una singole unità coesa.\n\nAprite il Pannello unità e cliccate il pulsante Flotte per cominciare a disporre una flotta.
tutorial_m5createfleet			Questo è il costruttore di flotte. Cliccare sul pulsante unità aggiungerà quella nave alla flotta.\n-  Gli incrociatori sono efficaci contro varie unità nemiche, ma sono vulnerabili ai sottomarini.\n - Le portaerei agiscono come basi aeree mobili, permettendovi di lanciare caccia e bombardieri. Possono anche lanciare cariche di profondità contro i sottomarini nemici.\n- I sottomarini sono invisibile ai radar convenzionali e trasportano armi nucleari a medio raggio.\n\nFormate una flotta di sei navi: tre incrociatori e tre portaerei.
tutorial_m5battleshipinfo			Le flotte sono controllate come una singola unità. Se gli ordinate di muoversi, le navi di una flotta si muoveranno insieme. Se gli ordinate di attaccare una flotta nemica, lo faranno come un singolo gruppo al meglio della loro abilità.\n\nSelezionate una delle vostre flotte facendo clic sinistro su una delle sue navi.\n\nPoi muovete la flotta sud facendo clic destro sulla loro destinazione.
macosx_tutorial_m5battleshipinfo			Le flotte sono controllate come una singola unità. Se gli ordinate di muoversi, le navi di una flotta si muoveranno insieme. Se gli ordinate di attaccare una flotta nemica, lo faranno come un singolo gruppo al meglio della loro abilità.\n\nSelezionate una delle vostre flotte facendo clic sinistro su una delle sue navi.\n\nPoi muovete la flotta sud facendo clic destro (o facendo ctrl-click) sulla loro destinazione.
tutorial_m5destroyenemy			Ci sono due flotte nemiche da qualche parte nell'Oceano Atlantico. Usate le vostre flotte per trovarle e distruggerle.\n\n- Fate clic sinistro su una qualsiasi nave della flotta per selezionarla tutta.\n- Fate clice destro per scegliere una destinazione per la flotta selezionata.\n\nAccelerate il tempo se necessario.
macosx_tutorial_m5destroyenemy			Ci sono due flotte nemiche da qualche parte nell'Oceano Atlantico. Usate le vostre flotte per trovarle e distruggerle.\n\n- Fate clic sinistro su una qualsiasi nave della flotta per selezionarla tutta.\n- Fate clice destro (o facendo ctrl-click) per scegliere una destinazione per la flotta selezionata.\n\nAccelerate il tempo se necessario.
tutorial_m5destroyenemy2			Le vostre flotte ingaggeranno automaticamente le navi nemiche appena saranno a tiro. Gli incrociatori apriranno il fuoco e le portaerei lanceranno caccia quando richiesto.\n\nPotete controllare gli scontri manualmente, se volete: per esempio, fate clic sinistro su una delle vostre portaerei per selezionarla, poi fate clic sinistro su una nave nemica per lanciarle contro dei caccia.\n\nEvidenziate i pulsanti Ordini sulla bara strumenti per vedere gli ordini d'attacco attuali delle vostre flotte.

tutorial_m5end			Missione 5 completata. Cliccate Avanti sulla Missione 6.
tutorial_mission5failed			Avete perso tutte le vostre navi senza distruggere il nemico e avete fallito la missione.\n\nCliccate Ricomincia per riprovare.

tutorial_selectfleet_popup			Cliccate su questa icona per cominciare a piazzare le flotte.
tutorial_addbattleship_popup			Cliccate su questa icona per aggiungere un incrociatore alla vostra flotta.
tutorial_addcarrier_popup			Cliccate su questa icona per aggiungere una portaerei alla vostra flotta.
tutorial_deployfleet_popup			Fate clic sinistro per disporre la vostra flotta in quest'area.
tutorial_selectdeployedfleet_popup			Fate clic sinistro su qualsiasi nave per selezionare tutta la flotta.
tutorial_movefleet_popup			Fate clic DESTRO per muovere tutta la vostra flotta qui. 
macosx_tutorial_movefleet_popup			Fate clic DESTRO per muovere tutta la vostra flotta qui. \n(Ctrl-click se avete un mouse a un tasto)
tutorial_destroyfleet_popup			Distruggete la flotta nemica in quest'area.
tutorial_orderstoolbar_popup			Evidenziate questo bottone sulla barra strumenti per visualizzare i vostri ordini.

# ==== MISSION 6 =====

tutorial_mission6start			Finora avete agito dall'Europa, con l'Unione Sovietica come avversario. Tuttavia non sarà sempre così.\n\nIn questa missione il vostro territorio è il Nord America e il nemico è l'Asia Meridionale.\n\nEvidenziate il pulsante Territorio per vedere chi controlla quali parti della mappa.
tutorial_mission6subintro			In questo caso, l'Oceano Pacifico è un campo di battaglia cruciale. Il nemico ha posizionato un diversi sottomarini atomici al largo della costa ovest dell'America. Da lì potranno colpire molte delle nostre grandi città.\n\nL'arma migliore contro I sottomarini nemici è la portaerei, che può usare il sonar per individuare i sottomarini in immersione e lanciare cariche di profondità per affondarli.\n\nPiazzate una flotta di portaerei al largo della costa ovest.
tutorial_mission6placesubs			Useremo anche i nostri sottomarini per obliterare la costa est della Cina come rappresaglia.\n\nCreate una flotta di sottomarini e piazzateli il più vicino possibile alla Cina Orientale. 
tutorial_m6subinfo			I sottomarini trasportano un considerevole carico di missili atomici a medio raggio.\n\nCosa molto importante, i sottomarini non appaiono sui radar nemici finché non emergono, il che li rende invisibili e immuni al fuoco delle armi comuni.\n\nMuovete  i vostri sottomarini il più vicino possibile alla costa nemica e fate qualche milione di morti.
tutorial_m6destroysubs			Ci sono due flotte di sottomarini nemici nascoste al largo della costa ovest dell'America.\n\nMettete alcune delle vostre portaerei in modalità antisottomarini e fate saltare fuori dall'acqua i sottomarini nemici con le cariche di profondità.\n\nAccelerate il tempo se dovete.
tutorial_m6movesubs			I sottomarini possono essere usati con effetti devastanti perché possono avvicinarsi di soppiatto alle coste nemiche e colpire con poco o nessun preavviso.\n\nMuovete i vostri sottomarini a distanza di tiro dalla Cina Orientale.
tutorial_m6enemylaunch			Il nemico ha cominciato a lanciare missili atomici sulle vostre città dai suoi silos di terra!\n\nVoi userete i sottomarini nelle vicinanze per distruggere i silos prima che possano fare troppi danni.\n\nMettete i sottomarini in modalità lancio MRBM e distruggete i silos nemici!
tutorial_m6launchexplanation			Anche se non avete copertura radar sulla zona, potete comunque vedere i silos nemici.\n\nQuesto perché i silos rivelano al propria locazione a tutti i giocatori ogni volta che lanciano I loro missili.\n\nI silos in modalità lancio sono incapaci di difendersi, quindi questa l'occasione perfetta per colpire.\n\nUna volta distrutti i silos i nemici saranno indifesi: colpite quindi le loro città per rappresaglia e per infliggere perdite catastrofiche.
tutorial_m6end			Missione 6 completata. Cliccate Avanti per passare all'ultima missione di addestramento.

tutorial_territorytoolbar_popup			Evidenziate questo pulsante della barra strumenti per mostrare I territori di ogni giocatore.
tutorial_addsub_popup			Cliccate su questa icona unità per aggiungere un sottomarino alla vostra flotta.
tutorial_movesubs_popup			Fate clic DESTRO qui per muovere i vostri sottomarini a distanza di tiro dalla Cina Orientale.
macosx_tutorial_movesubs_popup			Fate clic DESTRO qui per muovere i vostri sottomarini a distanza di tiro dalla Cina Orientale.\n(Ctrl-click se avete un mouse a un tasto)
tutorial_switchtodepth_popup			Fate clic destro su questa portaerei e mettetela in modalità antisottomarini.
macosx_tutorial_switchtodepth_popup			Fate clic destro su questa portaerei e mettetela in modalità antisottomarini.\n(Ctrl-click se avete un mouse a un tasto)
tutorial_destroysubs_popup			Muovete qui le vostre portaerei e distruggete i sottomarini nemici nell'area.
tutorial_substonuke_popup			Fate clic destro su questo sottomarino e mettetelo in modalità lancio MRBM.
macosx_tutorial_substonuke_popup			Fate clic destro su questo sottomarino e mettetelo in modalità lancio MRBM.\n(Ctrl-click se avete un mouse a un tasto)
tutorial_nukesilo_popup			Fate ripetutamente clic sinistro su questo silos per lanciargli missili dai vostri sottomarini.


# ==== MISSION 7 =====

tutorial_mission7start			Questa è la vostra ultima missione d'addestramento. Dovrete mettere in pratica tutto ciò che avete imparato in una vera battaglia contro un avversario AI.\n\nPer vincere dovrete fare più punti del nemico nuclearizzando le sue città. Farete 2 punti per ogni nemico ucciso, ma ne perderete 1 per ognuno dei vostri civili che morirà.\n\nIn questa partita sarete il Nord America e il nemico sarà l'Asia Meridionale. 
tutorial_mission7enemyattack			Il nemico vi sta lanciando contro i suoi missili.\n\nSe avete portaerei o sottomarini vicino alla costa della Cina, usateli per distruggere i silos nemici mentre sono indifesi.\n\nLasciate i vostri silos di terra in modalità difesa aerea per abbattere I missili atomici in avvicinamento.
tutorial_mission7retaliate			Il nemico ha lanciato la maggior parte dei suoi missili adesso.\n\nUsate i vostri silos di terra e le atomiche rimanenti per lanciare una rappresaglia su larga scala contro le città nemiche in Cina!
tutorial_m7victory			Congratulazioni! Avete sconfitto l'avversario AI e completato il tutorial di Defcon!
tutorial_mission7failed			Siete stati battuti dall'AI e avete fallito la missione.\n\nSuggerimenti:\n -Provate a portare I vostri sottomarini proprio sotto la costa nemica, in modo da potere distruggere i suoi silos prima che lancino troppi dei loro missili.\nUsate le vostre portaerei per trovare e distruggere i sottomarini nemici prima che attacchino.\n\nCliccate Ricomincia per riprovare.

tutorial_showterritory_popup			Evidenziate questo pulsante per rivelare la posizione dei vostri nemici.
tutorial_m7placeradar_popup			Il nemico verrà dalla costa est della Cina. Piazzate i vostri radar lungo la vostra costa ovest per la massima copertura.
tutorial_m7placesilos_popup			Piazzate I vostri silos per difendere le città più grandi: saranno I bersagli primari del nemico.
tutorial_m7placeairbases_popup			Piazzate le vostre basi aeree lungo la costa ovest dell'America. Le userete per ingaggiare e distruggere le navi nemiche che raggiungeranno la vostra costa.
tutorial_placefleetspacific_popup			Il nemico invierà navi attraverso il pacifico per attaccarci. Dovreste piazzare la maggior parte delle vostre flotte nel Pacifico per intercettarle.
tutorial_m7fleettarget_popup			Cercate di portare le vostre flotte vicino alla costa est della Cina, in modo da colpire a distanza ravvicinata.\nFate clic SINISTRO per selezionare tutta una flotta.\nFate clic DESTRO per muoverla.
macosx_tutorial_m7fleettarget_popup			Cercate di portare le vostre flotte vicino alla costa est della Cina, in modo da colpire a distanza ravvicinata.\nFate clic SINISTRO per selezionare tutta una flotta.\nFate clic DESTRO (o facendo ctrl-click) per muoverla.
tutorial_m7scoutchina_popuup			Lanciate i caccia dalle vostre portaerei per esplorare la zona e trovare installazioni nemiche.
tutorial_m7enemysubs_popup			I sottomarini nemici stanno lanciando atomiche sulle vostre città! Lanciate caccia e bombardieri dalle vostre basi aeree nelle vicinanze per distruggerli!


# =============================================================================
# Unit Info
# =============================================================================

unitinfo_title			INFO UNITÀ
unitinfo_title2			(nessuna unità selezionata)

unitinfo_fighter			Veloci aerei da combattimento a corto raggio.\n+ Efficaci contro I bombardieri\n+ Validi ricognitori\n- Facilmente distrutti da incrociatori e silos 
unitinfo_silo			Funziona come lanciamissili atomico e come piattaforma contraerei.\n+ Ampia scorta di atomiche a lungo raggio\n+ Potenti armi contraerei\n+ Rinforzato contro gli attacchi nucleari\n- Rivela la sua posizione a tutti lanciando I suoi missili atomici\n- Passa lentamente da una modalità all'altra
unitinfo_radar			Fornisce copertura radar ai vostri territori.\n+ Il raggio d'azione radar più ampio disponibile\n- Facilmente distrutto dagli attacchi atomici
unitinfo_bomber			Versatile aereo a lungo raggio.\n+ Trasporta una singola bomba atomica a corto raggio\n+ Il lancio dell'atomica non appare sul radar nemico\n+ Efficace contro le navi\n- Facilmente abbattuto dai caccia\n- Vola lentamente
unitinfo_battleship			Potente nave da battaglia con armi a tiro rapido e distruttivo.\n+ Efficace contro bersagli multipli\n- Vulnerabile a sottomarini e bombardieri
unitinfo_sub			Potente unità stealth armata di missili atomici.\n+ Invisibile ai radar convenzionali\n+ Ampia scorta di atomiche a medio raggio\n- Estremamente vulnerabile in superficie\n- Il lancio dei missili rivela a tutto la sua posizione\n- Vulnerabile alle cariche di profondità\n- Raggio radar zero
unitinfo_carrier			Unità mobile per il trasporto di aerei.\n+ Può lanciare caccia e bombardieri\n+ Può lanciare cariche di profondità contro i sottomarini\n- Non può difendersi direttamente da sola
unitinfo_nuke			Testata nucleare ad alto potenziale.\n+ Potere distruttivo incredibile\n- Vulnerabile al fuoco contraerei
unitinfo_airbase			Punto di decollo per caccia e bombardieri.\n+ Alto numero di bombardieri\n+ Rigenera i caccia col tempo\n- Facilmente distrutta dagli attacchi nucleari


# =============================================================================
# Demo screen
# =============================================================================

demo_top1                           Acquistate ora il gioco per apprezzare appieno Defcon
demo_middle1                        Nessun limite ai partecipanti: 6 giocatori per il genocidio totale!
demo_middle2                        Modalità di gioco alternative tra cui:
demo_middle3                        Modalità ufficio: giocate a Defcon in tempo reale per un giorno intero
demo_middle4                        Defcon veloce: sarà tutto finito in 15 minuti, istintivo e brutale
demo_middle5                        Diplomazia: tutti i giocatori formano un'Alleanza… ma quanto durerà?
demo_middle6                        Big World: il mondo è due volte più grande, per chi ama le partite lunghe
demo_bottom1                        Attivazione immediata per solo
demo_bottom2                        £10     $17,50     €14

demo_bottom1_steam                  Attivazione immediata per solo
demo_bottom2_steam                  $14,95

demo_bottom1_retail                 ACQUISTATE OGGI LA VERSIONE COMPLETA DI DEFCON
demo_bottom2_retail                 VISITATE IL VOSTRO RIVENDITORE DI GIOCHI PER PC PREFERITO 

demo_bottom1_retail_uk              ACQUISTATE OGGI LA VERSIONE COMPLETA DI DEFCON
demo_bottom2_retail_uk              VISITATE IL VOSTRO RIVENDITORE DI GIOCHI PER PC PREFERITO 

demo_bottom1_macosx                 Attivazione immediata per solo
demo_bottom2_macosx                 $25,00


# =============================================================================
# Lobby Overlays
# =============================================================================

overlay_0_1			--------------------------
overlay_0_2			-       D E F C O N
overlay_0_3			--------------------------
overlay_0_4			-CREATO DA
overlay_0_5			CHRIS DELAY
overlay_0_6			GARY CHAMBERS\n
overlay_0_7			-DESIGN E
overlay_0_8			-PRODUZIONE SUONO
overlay_0_9			ALISTAIR LINDSAY
overlay_0_10			MICHAEL MAIDMENT\n
overlay_0_11			-PRODOTTO DA
overlay_0_12			-INTROVERSION SOFTWARE
overlay_0_13			MARK MORRIS
overlay_0_14			THOMAS ARUNDEL
overlay_0_15			CHRIS DELAY
overlay_0_16			JOHN KNOTTENBELT\n
overlay_0_17			-PR AND MARKETING
overlay_0_18			VICTORIA ARUNDEL\n
overlay_0_19			-DESIGN GRAFICO ADDIZIONALE
overlay_0_20			MORTEN ELGAARD PEDERSEN\n
overlay_0_21			-SHIPPING
overlay_0_22			WILL MORRIS
overlay_0_23			 -SVILUPPO ADDIZIONALE
overlay_0_24			FRANCOIS GAGNE

overlay_1_1			------------------------------------------
overlay_1_2			-I N T R O V E R S I O N   S O F T W A R E
overlay_1_3			------------------------------------------\n
overlay_1_4			MARK MORRIS                      DIRETTORE
overlay_1_5			THOMAS ARUNDEL                   DIRETTORE
overlay_1_6			CHRIS DELAY                      DIRETTORE
overlay_1_7			JOHN KNOTTENBELT                 DIRETTORE\n
overlay_1_8			GARY CHAMBERS                    SVILUPPO
overlay_1_9			VICTORIA ARUNDEL                 PR E MARKETING
overlay_1_10			WILL MORRIS                      SPEDIZIONI

overlay_2_1			------------------------
overlay_2_2			-SIMULAZIONI DISPONIBILI
overlay_2_3			------------------------\n
overlay_2_4			IL LABIRINTO DI FALKEN
overlay_2_5			BLACK JACK
overlay_2_6			GIN RUMMY
overlay_2_7			HEARTS
overlay_2_8			BRIDGE
overlay_2_9			CHECKERS
overlay_2_10			SCACCHI
overlay_2_11			POKER
overlay_2_12			COMBATTIMENTO TRA CACCIA
overlay_2_13			SCONTRI DI GUERRIGLIA
overlay_2_14			GUERRA NEL DESERTO
overlay_2_15			AZIONI ARIA-TERRA
overlay_2_16			SCENARI DI GUERRA TATTICA
overlay_2_17			SCENARI DI GUERRA BIOLOGICA E CHIMICA\n
overlay_2_18			GUERRA TERMONUCLEARE GLOBALE

overlay_3_1			-------------------------------------
overlay_3_2			- BERSAGLI CIVILI IN MILIONI DI MORTI
overlay_3_3			-------------------------------------\n
overlay_3_4			LOS ANGELES                    3.3
overlay_3_5			NEW YORK                       7.3
overlay_3_6			CHICAGO                        3.0
overlay_3_7			WASHINGTON DC                  4.0
overlay_3_8			DALLAS                         1.0
overlay_3_9			DETROIT                        1.1
overlay_3_10			PARIGI                         2.2
overlay_3_11			BERLINO                        1.9
overlay_3_12			LONDRA                         7.7
overlay_3_13			LENINGRADO                     4.9
overlay_3_14			MOSCA                          8.7
overlay_3_15			ROMA                           2.8
overlay_3_16			TOKYO                          8.4
overlay_3_17			SINGAPORE                      2.6
overlay_3_18			BANGKOK                        4.7
overlay_3_19			BOMBAY                         8.2
overlay_3_20			MEXICO                         8.8
overlay_3_21			RIO DE JANEIRO                 5.6
overlay_3_22			CAIRO                          6.1
overlay_3_23			ISTANBUL                       5.5
overlay_3_24			BEIJING                        5.5
overlay_3_25			SHANGHAI                       6.3
overlay_3_26			DELHI                          4.9

overlay_4_1			-----------------------------------------------
overlay_4_2			-     PERDITE USAF PREVISTE (PERCENTUALE)     -
overlay_4_3			-----------------------------------------------\n
overlay_4_4			COMANDO DIFESA AEROSPAZIALE                 23
overlay_4_5			COMANDO COMBATTIMENTO AEREO                 76
overlay_4_6			COMANDO AEREO ISTRUZIONE E ADDESTRAMENTO    24
overlay_4_7			COMANDO COMUNICAZIONI AVIAZIONE             68
overlay_4_8			COMANDO INTELLIGENCE AVIAZIONE              58
overlay_4_9			COMANDO LOGISTICO AVIAZIONE                 78
overlay_4_10			COMANDO RISERVA AVIAZIONE                   14
overlay_4_11			COMANDO SPAZIALE AVIAZIONE                  12
overlay_4_12			COMANDO OPERAZIONI SPECIALI AVIAZIONE       56
overlay_4_13			COMANDO SISTEMI AVIAZIONE                   86
overlay_4_14			COMANDO MOBILITÀ AEREA                      87
overlay_4_15			COMANDO AEREO IN ALASKA                     92
overlay_4_16			COMANDO QUARTIER GENERALE, USAF             85
overlay_4_17			COMANDO AEREO NORDEST                       75
overlay_4_18			COMANDO AEREO PACIFICO                      91
overlay_4_19			FORZE AEREE PACIFICO                        85
overlay_4_20			COMANDO ARMI SPECIALI                       67
overlay_4_21			COMANDO AEREO STRATEGICO                    85
overlay_4_22			COMANDO AEREO TATTICO                       91
overlay_4_23			DIVISIONE AEREA 3D                          75
overlay_4_24			FORZE AEREE DEGLI USA IN EUROPA             79
overlay_4_25			FORZE AEREE USA COMANDO MERIDIONALE         65

overlay_5_1			-----------------------------------------------------------------
overlay_5_2			-EFFETTI DELL'ESPOSIZIONE ALLE RADIAZIONI SULLA FISIOLOGIA UMANA-
overlay_5_3			-----------------------------------------------------------------\n
overlay_5_4			-MENO DI 1 SV (5O-1OO REM)
overlay_5_5			LIEVE MALORE DA RADIAZIONI CON MAL DI TESTA E AUMENTO 
overlay_5_6			RISCHIO DI INFEZIONE A CAUSA DI DANNI ALLE CELLULE  
overlay_5_7			IMMUNITARIE. POSSIBILE TEMPORANEA STERILITÀ MASCHILE.\n
overlay_5_8			1-2 SV (1OO-2OO REM)   (LEGGERA)  1O% FATALITÀ DOPO 30 GIORNI
overlay_5_9			2-3 SV (2OO-3OO REM)   (MODERATA)  35% FATALITÀ DOPO 30 GIORNI
overlay_5_10			3-4 SV (3OO-4OO REM) (SEVERE)    5O% FATALITÀ DOPO 30 GIORNI
overlay_5_11			4-6 SV (4OO-6OO REM) (ACUTE)     6O% FATALITÀ DOPO 30 GIORNI
overlay_5_12			1O-5O SV (1,OOO-5,OOO REM) (ACUTE)     1OO% DOPO 7 GIORNI\n
overlay_5_13			-5O-8O SV (5,OOO-8,OOO REM)
overlay_5_14			IMMEDIATO DISORIENTAMENTO E COMA IN SECONDI O MINUTI.
overlay_5_15			LA MORTE AVVIENE DOPO POCHE ORE PER TOTALE COLLASSO \nDEL SISTEMA NERVOSO.\n
overlay_5_16			- PIÙ DI 8O SV (>8,OOO REM)         MORTE IMMEDIATA.

overlay_6_1			-----------------------------------------------
overlay_6_2			-     BOMBE ATOMICHE USA - POTENZA E PESO     -
overlay_6_3			-----------------------------------------------\n
overlay_6_4			MK-1      5      15-16KT           8,900 LBS
overlay_6_5			MK-3    120      18-49KT          10,300 LBS
overlay_6_6			MK-4    550       1-32KT   10,800-10,900 LBS
overlay_6_7			MK-5    140      6-120KT     3,025-3,125 LBS
overlay_6_8			MK-6   1100      8-160KT     7,600-8,500 LBS
overlay_6_9			MK-7   1800       8-61KT     1,645-1,700 LBS
overlay_6_10			MK-8     40      25-30KT     3,230-3,280 LBS
overlay_6_11			MK-11    40      25-30KT     3,210-3,500 LBS
overlay_6_12			MK-12   250      12-14KT     1,000-1,200 LBS
overlay_6_13			MK-14     5        5-7MT   28,954-31,000 LBS
overlay_6_14			MK-15  1500    1.6-3.9MT           7,600 LBS
overlay_6_15			MK-16     5        6-8MT   39,000-42,000 LBS
overlay_6_16			MK-17   200      10-15MT   41,400-42,000 LBS
overlay_6_17			MK-18    90        500KT           8,600 LBS
overlay_6_18			MK-21   275        4-5MT   15,000-17,700 LBS
overlay_6_19			MK-24   105      10-15MT   41,400-42,000 LBS
overlay_6_20			MK-28  4500   70KT-1.1MT     1,700-2,320 LBS
overlay_6_21			MK-36   940      9-10 MT   17,500-17,700 LBS
overlay_6_22			MK-39   700       3-4 MT     6,650-6,750 LBS
overlay_6_23			MK-41   500        25 MT   10,500-10,670 LBS
overlay_6_24			MK-43  1000     70KT-1MT     2,060-2,125 LBS
overlay_6_25			MK-53   350         9 MT     8,850-8,900 LBS
overlay_6_26			MK-57  3100      5-20 KT         490-510 LBS
overlay_6_27			MK-61  3150    80-340 KT         695-716 LBS
overlay_6_28			MK-83   650  UP TO 1.2KT           2,400 LBS

overlay_7_1			-------------------------------------------------
overlay_7_2			-     MALORE DA RADIAZIONI: SINTOMI E SEGNI
